date_published,title,authors,summary,url,category
2023-09-20 13:44:18+00:00,WFTNet: Exploiting Global and Local Periodicity in Long-term Time Series Forecasting,"['Peiyuan Liu', 'Beiliang Wu', 'Naiqi Li', 'Tao Dai', 'Fengmao Lei', 'Jigang Bao', 'Yong Jiang', 'Shu-Tao Xia']","Recent CNN and Transformer-based models tried to utilize frequency and
periodicity information for long-term time series forecasting. However, most
existing work is based on Fourier transform, which cannot capture fine-grained
and local frequency structure. In this paper, we propose a Wavelet-Fourier
Transform Network (WFTNet) for long-term time series forecasting. WFTNet
utilizes both Fourier and wavelet transforms to extract comprehensive
temporal-frequency information from the signal, where Fourier transform
captures the global periodic patterns and wavelet transform captures the local
ones. Furthermore, we introduce a Periodicity-Weighted Coefficient (PWC) to
adaptively balance the importance of global and local frequency patterns.
Extensive experiments on various time series datasets show that WFTNet
consistently outperforms other state-of-the-art baseline.",http://arxiv.org/pdf/2309.11319v1,cs.LG
2023-09-19 14:40:13+00:00,Implementing a new fully stepwise decomposition-based sampling technique for the hybrid water level forecasting model in real-world application,"['Ziqian Zhang', 'Nana Bao', 'Xingting Yan', 'Aokai Zhu', 'Chenyang Li', 'Mingyu Liu']","Various time variant non-stationary signals need to be pre-processed properly
in hydrological time series forecasting in real world, for example, predictions
of water level. Decomposition method is a good candidate and widely used in
such a pre-processing problem. However, decomposition methods with an
inappropriate sampling technique may introduce future data which is not
available in practical applications, and result in incorrect
decomposition-based forecasting models. In this work, a novel Fully Stepwise
Decomposition-Based (FSDB) sampling technique is well designed for the
decomposition-based forecasting model, strictly avoiding introducing future
information. This sampling technique with decomposition methods, such as
Variational Mode Decomposition (VMD) and Singular spectrum analysis (SSA), is
applied to predict water level time series in three different stations of
Guoyang and Chaohu basins in China. Results of VMD-based hybrid model using
FSDB sampling technique show that Nash-Sutcliffe Efficiency (NSE) coefficient
is increased by 6.4%, 28.8% and 7.0% in three stations respectively, compared
with those obtained from the currently most advanced sampling technique. In the
meantime, for series of SSA-based experiments, NSE is increased by 3.2%, 3.1%
and 1.1% respectively. We conclude that the newly developed FSDB sampling
technique can be used to enhance the performance of decomposition-based hybrid
model in water level time series forecasting in real world.",http://arxiv.org/pdf/2309.10658v1,cs.LG
2023-09-19 13:41:15+00:00,"An overview of time series point and interval forecasting based on similarity of trajectories, with an experimental study on traffic flow forecasting","['İlker Arslan', 'Can Hakan Dağıdır', 'Ümit Işlak']","The purpose of this paper is to give an overview of the time series
forecasting problem based on similarity of trajectories. Various methodologies
are introduced and studied, and detailed discussions on hyperparameter
optimization, outlier handling and distance measures are provided. The
suggested new approaches involve variations in both the selection of similar
trajectories and assembling the candidate forecasts. After forming a general
framework, an experimental study is conducted to compare the methods that use
similar trajectories along with some other standard models (such as ARIMA and
Random Forest) from the literature. Lastly, the forecasting setting is extended
to interval forecasts, and the prediction intervals resulting from the similar
trajectories approach are compared with the existing models from the
literature, such as historical simulation and quantile regression. Throughout
the paper, the experimentations and comparisons are conducted via the time
series of traffic flow from the California PEMS dataset.",http://arxiv.org/pdf/2309.10613v1,stat.ME
2023-09-19 12:00:28+00:00,Hybrid State Space-based Learning for Sequential Data Prediction with Joint Optimization,"['Mustafa E. Aydın', 'Arda Fazla', 'Suleyman S. Kozat']","We investigate nonlinear prediction/regression in an online setting and
introduce a hybrid model that effectively mitigates, via a joint mechanism
through a state space formulation, the need for domain-specific feature
engineering issues of conventional nonlinear prediction models and achieves an
efficient mix of nonlinear and linear components. In particular, we use
recursive structures to extract features from raw sequential sequences and a
traditional linear time series model to deal with the intricacies of the
sequential data, e.g., seasonality, trends. The state-of-the-art ensemble or
hybrid models typically train the base models in a disjoint manner, which is
not only time consuming but also sub-optimal due to the separation of modeling
or independent training. In contrast, as the first time in the literature, we
jointly optimize an enhanced recurrent neural network (LSTM) for automatic
feature extraction from raw data and an ARMA-family time series model (SARIMAX)
for effectively addressing peculiarities associated with time series data. We
achieve this by introducing novel state space representations for the base
models, which are then combined to provide a full state space representation of
the hybrid or the ensemble. Hence, we are able to jointly optimize both models
in a single pass via particle filtering, for which we also provide the update
equations. The introduced architecture is generic so that one can use other
recurrent architectures, e.g., GRUs, traditional time series-specific models,
e.g., ETS or other optimization methods, e.g., EKF, UKF. Due to such novel
combination and joint optimization, we demonstrate significant improvements in
widely publicized real life competition datasets. We also openly share our code
for further research and replicability of our results.",http://arxiv.org/pdf/2309.10553v1,stat.ML
2023-09-18 22:25:12+00:00,Graph-enabled Reinforcement Learning for Time Series Forecasting with Adaptive Intelligence,"['Thanveer Shaik', 'Xiaohui Tao', 'Haoran Xie', 'Lin Li', 'Jianming Yong', 'Yuefeng Li']","Reinforcement learning is well known for its ability to model sequential
tasks and learn latent data patterns adaptively. Deep learning models have been
widely explored and adopted in regression and classification tasks. However,
deep learning has its limitations such as the assumption of equally spaced and
ordered data, and the lack of ability to incorporate graph structure in terms
of time-series prediction. Graphical neural network (GNN) has the ability to
overcome these challenges and capture the temporal dependencies in time-series
data. In this study, we propose a novel approach for predicting time-series
data using GNN and monitoring with Reinforcement Learning (RL). GNNs are able
to explicitly incorporate the graph structure of the data into the model,
allowing them to capture temporal dependencies in a more natural way. This
approach allows for more accurate predictions in complex temporal structures,
such as those found in healthcare, traffic and weather forecasting. We also
fine-tune our GraphRL model using a Bayesian optimisation technique to further
improve performance. The proposed framework outperforms the baseline models in
time-series forecasting and monitoring. The contributions of this study include
the introduction of a novel GraphRL framework for time-series prediction and
the demonstration of the effectiveness of GNNs in comparison to traditional
deep learning models such as RNNs and LSTMs. Overall, this study demonstrates
the potential of GraphRL in providing accurate and efficient predictions in
dynamic RL environments.",http://arxiv.org/pdf/2309.10186v1,cs.LG
2023-09-18 18:17:07+00:00,Transformed-Linear Innovations Algorithm for Modeling and Forecasting of Time Series Extremes,"['Nehali Mhatre', 'Daniel Cooley']","The innovations algorithm is a classical recursive forecasting algorithm used
in time series analysis. We develop the innovations algorithm for a class of
nonnegative regularly varying time series models constructed via
transformed-linear arithmetic. In addition to providing the best linear
predictor, the algorithm also enables us to estimate parameters of
transformed-linear regularly-varying moving average (MA) models, thus providing
a tool for modeling.
  We first construct an inner product space of transformed-linear combinations
of nonnegative regularly-varying random variables and prove its link to a
Hilbert space which allows us to employ the projection theorem, from which we
develop the transformed-linear innovations algorithm. Turning our attention to
the class of transformed linear MA($\infty$) models, we give results on
parameter estimation and also show that this class of models is dense in the
class of possible tail pairwise dependence functions (TPDFs). We also develop
an extremes analogue of the classical Wold decomposition. Simulation study
shows that our class of models captures tail dependence for the GARCH(1,1)
model and a Markov time series model, both of which are outside our class of
models.",http://arxiv.org/pdf/2309.10061v1,math.ST
2023-09-18 17:51:47+00:00,Empirical Study of Mix-based Data Augmentation Methods in Physiological Time Series Data,"['Peikun Guo', 'Huiyuan Yang', 'Akane Sano']","Data augmentation is a common practice to help generalization in the
procedure of deep model training. In the context of physiological time series
classification, previous research has primarily focused on label-invariant data
augmentation methods. However, another class of augmentation techniques
(\textit{i.e., Mixup}) that emerged in the computer vision field has yet to be
fully explored in the time series domain. In this study, we systematically
review the mix-based augmentations, including mixup, cutmix, and manifold
mixup, on six physiological datasets, evaluating their performance across
different sensory data and classification tasks. Our results demonstrate that
the three mix-based augmentations can consistently improve the performance on
the six datasets. More importantly, the improvement does not rely on expert
knowledge or extensive parameter tuning. Lastly, we provide an overview of the
unique properties of the mix-based augmentation methods and highlight the
potential benefits of using the mix-based augmentation in physiological time
series data.",http://arxiv.org/pdf/2309.09970v1,cs.LG
2023-09-18 14:50:46+00:00,Clustering of Urban Traffic Patterns by K-Means and Dynamic Time Warping: Case Study,"['Sadegh Etemad', 'Raziyeh Mosayebi', 'Tadeh Alexani Khodavirdian', 'Elahe Dastan', 'Amir Salari Telmadarreh', 'Mohammadreza Jafari', 'Sepehr Rafiei']","Clustering of urban traffic patterns is an essential task in many different
areas of traffic management and planning. In this paper, two significant
applications in the clustering of urban traffic patterns are described. The
first application estimates the missing speed values using the speed of road
segments with similar traffic patterns to colorify map tiles. The second one is
the estimation of essential road segments for generating addresses for a local
point on the map, using the similarity patterns of different road segments. The
speed time series extracts the traffic pattern in different road segments. In
this paper, we proposed the time series clustering algorithm based on K-Means
and Dynamic Time Warping. The case study of our proposed algorithm is based on
the Snapp application's driver speed time series data. The results of the two
applications illustrate that the proposed method can extract similar urban
traffic patterns.",http://arxiv.org/pdf/2309.09830v1,cs.LG
2023-09-16 18:46:34+00:00,Test-Time Compensated Representation Learning for Extreme Traffic Forecasting,"['Zhiwei Zhang', 'Weizhong Zhang', 'Yaowei Huang', 'Kani Chen']","Traffic forecasting is a challenging task due to the complex spatio-temporal
correlations among traffic series. In this paper, we identify an underexplored
problem in multivariate traffic series prediction: extreme events. Road
congestion and rush hours can result in low correlation in vehicle speeds at
various intersections during adjacent time periods. Existing methods generally
predict future series based on recent observations and entirely discard
training data during the testing phase, rendering them unreliable for
forecasting highly nonlinear multivariate time series. To tackle this issue, we
propose a test-time compensated representation learning framework comprising a
spatio-temporal decomposed data bank and a multi-head spatial transformer model
(CompFormer). The former component explicitly separates all training data along
the temporal dimension according to periodicity characteristics, while the
latter component establishes a connection between recent observations and
historical series in the data bank through a spatial attention matrix. This
enables the CompFormer to transfer robust features to overcome anomalous events
while using fewer computational resources. Our modules can be flexibly
integrated with existing forecasting methods through end-to-end training, and
we demonstrate their effectiveness on the METR-LA and PEMS-BAY benchmarks.
Extensive experimental results show that our method is particularly important
in extreme events, and can achieve significant improvements over six strong
baselines, with an overall improvement of up to 28.2%.",http://arxiv.org/pdf/2309.09074v1,cs.LG
2023-09-15 16:03:23+00:00,P-ROCKET: Pruning Random Convolution Kernels for Time Series Classification,"['Shaowu Chen', 'Weize Sun', 'Lei Huang', 'Xiaopeng Li', 'Qingyuan Wang', 'Deepu John']","In recent years, two time series classification models, ROCKET and
MINIROCKET, have attracted much attention for their low training cost and
state-of-the-art accuracy. Utilizing random 1-D convolutional kernels without
training, ROCKET and MINIROCKET can rapidly extract features from time series
data, allowing for the efficient fitting of linear classifiers. However, to
comprehensively capture useful features, a large number of random kernels are
required, which is incompatible for resource-constrained devices. Therefore, a
heuristic evolutionary algorithm named S-ROCKET is devised to recognize and
prune redundant kernels. Nevertheless, the inherent nature of evolutionary
algorithms renders the evaluation of kernels within S-ROCKET an unacceptable
time-consuming process. In this paper, diverging from S-ROCKET, which directly
evaluates random kernels with nonsignificant differences, we remove kernels
from a feature selection perspective by eliminating associating connections in
the sequential classification layer. To this end, we start by formulating the
pruning challenge as a Group Elastic Net classification problem and employ the
ADMM method to arrive at a solution. Sequentially, we accelerate the
aforementioned time-consuming solving process by bifurcating the $l_{2,1}$ and
$l_2$ regularizations into two sequential stages and solve them separately,
which ultimately forms our core algorithm, named P-ROCKET. Stage 1 of P-ROCKET
employs group-wise regularization similarly to our initial ADMM-based
Algorithm, but introduces dynamically varying penalties to greatly accelerate
the process. To mitigate overfitting, Stage 2 of P-ROCKET implements
element-wise regularization to refit a linear classifier, utilizing the
retained features.",http://arxiv.org/pdf/2309.08499v1,cs.LG
2023-09-15 15:47:08+00:00,A Random Graph-based Autoregressive Model for Networked Time Series,"['Weichi Wu', 'Chenlei Leng']","Contemporary time series data often feature objects connected by a social
network that naturally induces temporal dependence involving connected
neighbours. The network vector autoregressive model is useful for describing
the influence of linked neighbours, while recent generalizations aim to
separate influence and homophily. Existing approaches, however, require either
correct specification of a time series model or accurate estimation of a
network model or both, and rely exclusively on least-squares for parameter
estimation. This paper proposes a new autoregressive model incorporating a
flexible form for latent variables used to depict homophily. We develop a
first-order differencing method for the estimation of influence requiring only
the influence part of the model to be correctly specified. When the part
including homophily is correctly specified admitting a semiparametric form, we
leverage and generalize the recent notion of neighbour smoothing for parameter
estimation, bypassing the need to specify the generative mechanism of the
network. We develop new theory to show that all the estimated parameters are
consistent and asymptotically normal. The efficacy of our approach is confirmed
via extensive simulations and an analysis of a social media dataset.",http://arxiv.org/pdf/2309.08488v1,stat.ME
2023-09-14 08:49:35+00:00,Learning Beyond Similarities: Incorporating Dissimilarities between Positive Pairs in Self-Supervised Time Series Learning,"['Adrian Atienza', 'Jakob Bardram', 'Sadasivan Puthusserypady']","By identifying similarities between successive inputs, Self-Supervised
Learning (SSL) methods for time series analysis have demonstrated their
effectiveness in encoding the inherent static characteristics of temporal data.
However, an exclusive emphasis on similarities might result in representations
that overlook the dynamic attributes critical for modeling cardiovascular
diseases within a confined subject cohort. Introducing Distilled Encoding
Beyond Similarities (DEBS), this paper pioneers an SSL approach that transcends
mere similarities by integrating dissimilarities among positive pairs. The
framework is applied to electrocardiogram (ECG) signals, leading to a notable
enhancement of +10\% in the detection accuracy of Atrial Fibrillation (AFib)
across diverse subjects. DEBS underscores the potential of attaining a more
refined representation by encoding the dynamic characteristics of time series
data, tapping into dissimilarities during the optimization process. Broadly,
the strategy delineated in this study holds the promise of unearthing novel
avenues for advancing SSL methodologies tailored to temporal data.",http://arxiv.org/pdf/2309.07526v1,cs.LG
2023-09-14 05:34:59+00:00,Uncertainty Intervals for Prediction Errors in Time Series Forecasting,"['Hui Xu', 'Song Mei', 'Stephen Bates', 'Jonathan Taylor', 'Robert Tibshirani']","Inference for prediction errors is critical in time series forecasting
pipelines. However, providing statistically meaningful uncertainty intervals
for prediction errors remains relatively under-explored. Practitioners often
resort to forward cross-validation (FCV) for obtaining point estimators and
constructing confidence intervals based on the Central Limit Theorem (CLT). The
naive version assumes independence, a condition that is usually invalid due to
time correlation. These approaches lack statistical interpretations and
theoretical justifications even under stationarity.
  This paper systematically investigates uncertainty intervals for prediction
errors in time series forecasting. We first distinguish two key inferential
targets: the stochastic test error over near future data points, and the
expected test error as the expectation of the former. The stochastic test error
is often more relevant in applications needing to quantify uncertainty over
individual time series instances. To construct prediction intervals for the
stochastic test error, we propose the quantile-based forward cross-validation
(QFCV) method. Under an ergodicity assumption, QFCV intervals have
asymptotically valid coverage and are shorter than marginal empirical
quantiles. In addition, we also illustrate why naive CLT-based FCV intervals
fail to provide valid uncertainty intervals, even with certain corrections. For
non-stationary time series, we further provide rolling intervals by combining
QFCV with adaptive conformal prediction to give time-average coverage
guarantees. Overall, we advocate the use of QFCV procedures and demonstrate
their coverage and efficiency through simulations and real data examples.",http://arxiv.org/pdf/2309.07435v1,stat.ME
2023-09-13 11:15:56+00:00,Spatial autoregressive fractionally integrated moving average model,"['Philipp Otto', 'Philipp Sibbertsen']","In this paper, we introduce the concept of fractional integration for spatial
autoregressive models. We show that the range of the dependence can be
spatially extended or diminished by introducing a further fractional
integration parameter to spatial autoregressive moving average models (SARMA).
This new model is called the spatial autoregressive fractionally integrated
moving average model, briefly sp-ARFIMA. We show the relation to time-series
ARFIMA models and also to (higher-order) spatial autoregressive models.
Moreover, an estimation procedure based on the maximum-likelihood principle is
introduced and analysed in a series of simulation studies. Eventually, the use
of the model is illustrated by an empirical example of atmospheric fine
particles, so-called aerosol optical thickness, which is important in weather,
climate and environmental science.",http://arxiv.org/pdf/2309.06880v1,stat.ME
2023-09-13 06:15:37+00:00,MCNS: Mining Causal Natural Structures Inside Time Series via A Novel Internal Causality Scheme,"['Yuanhao Liu', 'Dehui Du', 'Zihan Jiang', 'Anyan Huang', 'Yiyang Li']","Causal inference permits us to discover covert relationships of various
variables in time series. However, in most existing works, the variables
mentioned above are the dimensions. The causality between dimensions could be
cursory, which hinders the comprehension of the internal relationship and the
benefit of the causal graph to the neural networks (NNs). In this paper, we
find that causality exists not only outside but also inside the time series
because it reflects a succession of events in the real world. It inspires us to
seek the relationship between internal subsequences. However, the challenges
are the hardship of discovering causality from subsequences and utilizing the
causal natural structures to improve NNs. To address these challenges, we
propose a novel framework called Mining Causal Natural Structure (MCNS), which
is automatic and domain-agnostic and helps to find the causal natural
structures inside time series via the internal causality scheme. We evaluate
the MCNS framework and impregnation NN with MCNS on time series classification
tasks. Experimental results illustrate that our impregnation, by refining
attention, shape selection classification, and pruning datasets, drives NN,
even the data itself preferable accuracy and interpretability. Besides, MCNS
provides an in-depth, solid summary of the time series and datasets.",http://arxiv.org/pdf/2309.06739v1,cs.LG
2023-09-12 10:07:31+00:00,Pseudo-variance quasi-maximum likelihood estimation of semi-parametric time series models,"['Mirko Armillotta', 'Paolo Gorgi']","We propose a novel estimation approach for a general class of semi-parametric
time series models where the conditional expectation is modeled through a
parametric function. The proposed class of estimators is based on a Gaussian
quasi-likelihood function and it relies on the specification of a parametric
pseudo-variance that can contain parametric restrictions with respect to the
conditional expectation. The specification of the pseudo-variance and the
parametric restrictions follow naturally in observation-driven models with
bounds in the support of the observable process, such as count processes and
double-bounded time series. We derive the asymptotic properties of the
estimators and a validity test for the parameter restrictions. We show that the
results remain valid irrespective of the correct specification of the
pseudo-variance. The key advantage of the restricted estimators is that they
can achieve higher efficiency compared to alternative quasi-likelihood methods
that are available in the literature. Furthermore, the testing approach can be
used to build specification tests for parametric time series models. We
illustrate the practical use of the methodology in a simulation study and two
empirical applications featuring integer-valued autoregressive processes, where
assumptions on the dispersion of the thinning operator are formally tested, and
autoregressions for double-bounded data with application to a realized
correlation time series.",http://arxiv.org/pdf/2309.06100v1,stat.ME
2023-09-11 22:08:09+00:00,Effective Abnormal Activity Detection on Multivariate Time Series Healthcare Data,"['Mengjia Niu', 'Yuchen Zhao', 'Hamed Haddadi']","Multivariate time series (MTS) data collected from multiple sensors provide
the potential for accurate abnormal activity detection in smart healthcare
scenarios. However, anomalies exhibit diverse patterns and become unnoticeable
in MTS data. Consequently, achieving accurate anomaly detection is challenging
since we have to capture both temporal dependencies of time series and
inter-relationships among variables. To address this problem, we propose a
Residual-based Anomaly Detection approach, Rs-AD, for effective representation
learning and abnormal activity detection. We evaluate our scheme on a
real-world gait dataset and the experimental results demonstrate an F1 score of
0.839.",http://arxiv.org/pdf/2309.05845v1,cs.LG
2023-09-11 06:26:57+00:00,Examining the Effect of Pre-training on Time Series Classification,"['Jiashu Pu', 'Shiwei Zhao', 'Ling Cheng', 'Yongzhu Chang', 'Runze Wu', 'Tangjie Lv', 'Rongsheng Zhang']","Although the pre-training followed by fine-tuning paradigm is used
extensively in many fields, there is still some controversy surrounding the
impact of pre-training on the fine-tuning process. Currently, experimental
findings based on text and image data lack consensus. To delve deeper into the
unsupervised pre-training followed by fine-tuning paradigm, we have extended
previous research to a new modality: time series. In this study, we conducted a
thorough examination of 150 classification datasets derived from the Univariate
Time Series (UTS) and Multivariate Time Series (MTS) benchmarks. Our analysis
reveals several key conclusions. (i) Pre-training can only help improve the
optimization process for models that fit the data poorly, rather than those
that fit the data well. (ii) Pre-training does not exhibit the effect of
regularization when given sufficient training time. (iii) Pre-training can only
speed up convergence if the model has sufficient ability to fit the data. (iv)
Adding more pre-training data does not improve generalization, but it can
strengthen the advantage of pre-training on the original data volume, such as
faster convergence. (v) While both the pre-training task and the model
structure determine the effectiveness of the paradigm on a given dataset, the
model structure plays a more significant role.",http://arxiv.org/pdf/2309.05256v1,cs.LG
2023-09-09 09:33:25+00:00,TCGAN: Convolutional Generative Adversarial Network for Time Series Classification and Clustering,"['Fanling Huang', 'Yangdong Deng']","Recent works have demonstrated the superiority of supervised Convolutional
Neural Networks (CNNs) in learning hierarchical representations from time
series data for successful classification. These methods require sufficiently
large labeled data for stable learning, however acquiring high-quality labeled
time series data can be costly and potentially infeasible. Generative
Adversarial Networks (GANs) have achieved great success in enhancing
unsupervised and semi-supervised learning. Nonetheless, to our best knowledge,
it remains unclear how effectively GANs can serve as a general-purpose solution
to learn representations for time series recognition, i.e., classification and
clustering. The above considerations inspire us to introduce a Time-series
Convolutional GAN (TCGAN). TCGAN learns by playing an adversarial game between
two one-dimensional CNNs (i.e., a generator and a discriminator) in the absence
of label information. Parts of the trained TCGAN are then reused to construct a
representation encoder to empower linear recognition methods. We conducted
comprehensive experiments on synthetic and real-world datasets. The results
demonstrate that TCGAN is faster and more accurate than existing time-series
GANs. The learned representations enable simple classification and clustering
methods to achieve superior and stable performance. Furthermore, TCGAN retains
high efficacy in scenarios with few-labeled and imbalanced-labeled data. Our
work provides a promising path to effectively utilize abundant unlabeled time
series data.",http://arxiv.org/pdf/2309.04732v1,cs.LG
2023-09-07 09:18:12+00:00,DTW+S: Shape-based Comparison of Time-series with Ordered Local Trend,['Ajitesh Srivastava'],"Measuring distance or similarity between time-series data is a fundamental
aspect of many applications including classification and clustering. Existing
measures may fail to capture similarities due to local trends (shapes) and may
even produce misleading results. Our goal is to develop a measure that looks
for similar trends occurring around similar times and is easily interpretable
for researchers in applied domains. This is particularly useful for
applications where time-series have a sequence of meaningful local trends that
are ordered, such as in epidemics (a surge to an increase to a peak to a
decrease). We propose a novel measure, DTW+S, which creates an interpretable
""closeness-preserving"" matrix representation of the time-series, where each
column represents local trends, and then it applies Dynamic Time Warping to
compute distances between these matrices. We present a theoretical analysis
that supports the choice of this representation. We demonstrate the utility of
DTW+S in ensemble building and clustering of epidemic curves. We also
demonstrate that our approach results in better classification compared to
Dynamic Time Warping for a class of datasets, particularly when local trends
rather than scale play a decisive role.",http://arxiv.org/pdf/2309.03579v1,cs.LG
2023-09-06 02:52:21+00:00,Denoising and Multilinear Dimension-Reduction of High-Dimensional Matrix-Variate Time Series via a Factor Model,"['Zhaoxing Gao', 'Ruey S. Tsay']","This paper proposes a new multilinear projection method for
dimension-reduction in modeling high-dimensional matrix-variate time series. It
assumes that a $p_1\times p_2$ matrix-variate time series consists of a
dynamically dependent, lower-dimensional matrix-variate factor process and a
$p_1\times p_2$ matrix white noise series. Covariance matrix of the vectorized
white noises assumes a Kronecker structure such that the row and column
covariances of the noise all have diverging/spiked eigenvalues to accommodate
the case of low signal-to-noise ratio often encountered in applications, such
as in finance and economics. We use an iterative projection procedure to
{reduce the dimensions and noise effects in estimating} front and back loading
matrices and {to} obtain faster convergence rates than those of the traditional
methods available in the literature. Furthermore, we introduce a two-way
projected Principal Component Analysis to mitigate the diverging noise effects,
and implement a high-dimensional white-noise testing procedure to estimate the
dimension of the factor matrix. Asymptotic properties of the proposed method
are established as the dimensions and sample size go to infinity. Simulated and
real examples are used to assess the performance of the proposed method. We
also compared the proposed method with some existing ones in the literature
concerning the forecasting ability of the identified factors and found that the
proposed approach fares well in out-of-sample forecasting.",http://arxiv.org/pdf/2309.02674v1,stat.ME
2023-09-05 13:58:59+00:00,Encoding Seasonal Climate Predictions for Demand Forecasting with Modular Neural Network,"['Smit Marvaniya', 'Jitendra Singh', 'Nicolas Galichet', 'Fred Ochieng Otieno', 'Geeth De Mel', 'Kommy Weldemariam']","Current time-series forecasting problems use short-term weather attributes as
exogenous inputs. However, in specific time-series forecasting solutions (e.g.,
demand prediction in the supply chain), seasonal climate predictions are
crucial to improve its resilience. Representing mid to long-term seasonal
climate forecasts is challenging as seasonal climate predictions are uncertain,
and encoding spatio-temporal relationship of climate forecasts with demand is
complex.
  We propose a novel modeling framework that efficiently encodes seasonal
climate predictions to provide robust and reliable time-series forecasting for
supply chain functions. The encoding framework enables effective learning of
latent representations -- be it uncertain seasonal climate prediction or other
time-series data (e.g., buyer patterns) -- via a modular neural network
architecture. Our extensive experiments indicate that learning such
representations to model seasonal climate forecast results in an error
reduction of approximately 13\% to 17\% across multiple real-world data sets
compared to existing demand forecasting methods.",http://arxiv.org/pdf/2309.02248v1,cs.LG
2023-09-05 06:51:39+00:00,sasdim: self-adaptive noise scaling diffusion model for spatial time series imputation,"['Shunyang Zhang', 'Senzhang Wang', 'Xianzhen Tan', 'Ruochen Liu', 'Jian Zhang', 'Jianxin Wang']","Spatial time series imputation is critically important to many real
applications such as intelligent transportation and air quality monitoring.
Although recent transformer and diffusion model based approaches have achieved
significant performance gains compared with conventional statistic based
methods, spatial time series imputation still remains as a challenging issue
due to the complex spatio-temporal dependencies and the noise uncertainty of
the spatial time series data. Especially, recent diffusion process based models
may introduce random noise to the imputations, and thus cause negative impact
on the model performance. To this end, we propose a self-adaptive noise scaling
diffusion model named SaSDim to more effectively perform spatial time series
imputation. Specially, we propose a new loss function that can scale the noise
to the similar intensity, and propose the across spatial-temporal global
convolution module to more effectively capture the dynamic spatial-temporal
dependencies. Extensive experiments conducted on three real world datasets
verify the effectiveness of SaSDim by comparison with current state-of-the-art
baselines.",http://arxiv.org/pdf/2309.01988v1,cs.LG
2023-09-04 09:08:22+00:00,On the Consistency and Robustness of Saliency Explanations for Time Series Classification,"['Chiara Balestra', 'Bin Li', 'Emmanuel Müller']","Interpretable machine learning and explainable artificial intelligence have
become essential in many applications. The trade-off between interpretability
and model performance is the traitor to developing intrinsic and model-agnostic
interpretation methods. Although model explanation approaches have achieved
significant success in vision and natural language domains, explaining time
series remains challenging. The complex pattern in the feature domain, coupled
with the additional temporal dimension, hinders efficient interpretation.
Saliency maps have been applied to interpret time series windows as images.
However, they are not naturally designed for sequential data, thus suffering
various issues.
  This paper extensively analyzes the consistency and robustness of saliency
maps for time series features and temporal attribution. Specifically, we
examine saliency explanations from both perturbation-based and gradient-based
explanation models in a time series classification task. Our experimental
results on five real-world datasets show that they all lack consistent and
robust performances to some extent. By drawing attention to the flawed saliency
explanation models, we motivate to develop consistent and robust explanations
for time series classification.",http://arxiv.org/pdf/2309.01457v1,cs.LG
2023-09-04 00:30:25+00:00,Communication-Efficient Design of Learning System for Energy Demand Forecasting of Electrical Vehicles,"['Jiacong Xu', 'Riley Kilfoyle', 'Zixiang Xiong', 'Ligang Lu']","Machine learning (ML) applications to time series energy utilization
forecasting problems are a challenging assignment due to a variety of factors.
Chief among these is the non-homogeneity of the energy utilization datasets and
the geographical dispersion of energy consumers. Furthermore, these ML models
require vast amounts of training data and communications overhead in order to
develop an effective model. In this paper, we propose a communication-efficient
time series forecasting model combining the most recent advancements in
transformer architectures implemented across a geographically dispersed series
of EV charging stations and an efficient variant of federated learning (FL) to
enable distributed training. The time series prediction performance and
communication overhead cost of our FL are compared against their counterpart
models and shown to have parity in performance while consuming significantly
lower data rates during training. Additionally, the comparison is made across
EV charging as well as other time series datasets to demonstrate the
flexibility of our proposed model in generalized time series prediction beyond
energy demand. The source code for this work is available at
https://github.com/XuJiacong/LoGTST_PSGF",http://arxiv.org/pdf/2309.01297v1,cs.LG
2023-08-31 18:37:43+00:00,Locally Adaptive Shrinkage Priors for Trends and Breaks in Count Time Series,"['Toryn L. J. Schafer', 'David S. Matteson']","Non-stationary count time series characterized by features such as abrupt
changes and fluctuations about the trend arise in many scientific domains
including biophysics, ecology, energy, epidemiology, and social science
domains. Current approaches for integer-valued time series lack the flexibility
to capture local transient features while more flexible models for continuous
data types are inadequate for universal applications to integer-valued
responses such as settings with small counts. We present a modeling framework,
the negative binomial Bayesian trend filter (NB-BTF), that offers an adaptive
model-based solution to capturing multiscale features with valid integer-valued
inference for trend filtering. The framework is a hierarchical Bayesian model
with a dynamic global-local shrinkage process. The flexibility of the
global-local process allows for the necessary local regularization while the
temporal dependence induces a locally smooth trend. In simulation, the NB-BTF
outperforms a number of alternative trend filtering methods. Then, we
demonstrate the method on weekly power outage frequency in Massachusetts
townships. Power outage frequency is characterized by a nominal low level with
occasional spikes. These illustrations show the estimation of a smooth,
non-stationary trend with adequate uncertainty quantification.",http://arxiv.org/pdf/2309.00080v1,stat.ME
